"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3000000","CDFH3301052018000001","20180516","","01","영업/정상","13","영업중","","","","","02-395-2234","","","서울특별시 종로구 평창동 158-1번지 글로리아타운 ","서울특별시 종로구 평창문화로 75 글로리아타운 203~204호 (평창동)","03009","로얄EMS.PT","20180709170538","I","2018-08-31 23:59:59.0","","197212.364862058    ","456055.205802855    ","골프연습장업","사립","","","","9936","","",""
"3000000","CDFH3301052004000001","20040625","","01","영업/정상","13","영업중","","","","","02-391-3154","","","서울특별시 종로구 평창동 76번지 귀빈스포츠센터 ","서울특별시 종로구 평창24길 12 5층 (평창동)","03010","귀빈골프스쿨","20190529102547","U","2019-05-31 02:40:00.0","","197725.951068718    ","456251.740629682    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301051991000003","19911205","","01","영업/정상","13","영업중","","","","","02-395-7989","","110847","서울특별시 종로구 평창동 274-9번지 ","서울특별시 종로구 평창문화로 28-3 (평창동)","03011","올림픽골프연습장","20160713163956","I","2018-08-31 23:59:59.0","","196873.490792446    ","455750.188112113    ","골프연습장업","사립","","1","","","","",""
"3000000","CDFH3301052009000001","20090529","","01","영업/정상","13","영업중","","","","","02-379-0755","","110846","서울특별시 종로구 평창동 76 ","서울특별시 종로구 평창24길 12 (평창동)","03010","귀빈스크린골프","20211122174642","U","2021-11-24 02:40:00.0","","197725.951068718    ","456251.740629682    ","골프연습장업","사립","","0","0","0","0","",""
"3000000","CDFH3301052009000003","20090831","","01","영업/정상","13","영업중","","","","","02-725-0753","","","서울특별시 종로구 관철동 155번지 종로1번가 지하1층 ","서울특별시 종로구 청계천로 67 지하1층 (관철동 종로1번가오피스텔)","03189","종각 스크린골프","20171024162932","I","2018-08-31 23:59:59.0","","198614.61995563     ","451842.501561085    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052010000001","20100302","","01","영업/정상","13","영업중","","","","","02-3672-5323","","110410","서울특별시 종로구 인의동 28-36번지 재림빌딩 지하1층 ","서울특별시 종로구 창경궁로 112-11 지하1층 (인의동 재림빌딩)","03130","재림스크린골프","20140912170159","I","2018-08-31 23:59:59.0","","199794.789138358    ","452254.719806799    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052010000002","20100325","","01","영업/정상","13","영업중","","","","","02-2238-0753","","","서울특별시 종로구 숭인동 200-6번지 지하1층 ","서울특별시 종로구 종로 394 지하1층 (숭인동 태정빌딩)","03115","임팩트 스크린골프","20190226125340","U","2019-02-28 02:40:00.0","","201809.67645682     ","452460.718015096    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052010000003","20100617","","01","영업/정상","13","영업중","","","","","02-737-3339","","110814","서울특별시 종로구 무악동 63-9번지 복합상가 지하1층 ","서울특별시 종로구 통일로 266 (무악동)","03030","세란골프클럽","20140903163728","I","2018-08-31 23:59:59.0","","196112.95679095     ","452618.967151543    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052011000001","20110131","","01","영업/정상","13","영업중","","","","","02-723-1022","","","서울특별시 종로구 사직동 9 광화문풍림스페이스본","서울특별시 종로구 사직로8길 4 301동 지하2층 (사직동 광화문풍림스페이스본)","03168","스페이스본 스크린골프","20220913152115","U","2021-12-08 23:05:00.0","","197181.393301659","452458.826651573","","","","","","","","",""
"3000000","CDFH3301052014000001","20140120","","01","영업/정상","13","영업중","","","","","02-3675-0222","","110460","서울특별시 종로구 연건동 195-10번지 이화에수풀 지하1층 ","서울특별시 종로구 대학로 47 지하1층 (연건동)","03127","대학로스크린골프","20190503130525","U","2019-05-05 02:40:00.0","","200093.417341115    ","452571.733144891    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052017000001","20170614","","01","영업/정상","13","영업중","","","","","02-396-5953","","","서울특별시 종로구 신영동 218-5번지 ","서울특별시 종로구 세검정로7길 19 지하1층 (신영동)","03014","제이닥터골프","20171106105105","I","2018-08-31 23:59:59.0","","196454.355472638    ","455591.398185658    ","골프연습장업","사립","","","","493.45","","",""
"3000000","CDFH3301052006000002","20060322","","01","영업/정상","13","영업중","","","","","02-737-7797","","","서울특별시 종로구 관철동 155 종로1번가오피스텔 ","서울특별시 종로구 청계천로 67 지하2층 (관철동)","03189","바디스테이션종로점","20210721135637","U","2021-07-23 02:40:00.0","","198614.61995563     ","451842.501561085    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052007000001","20070305","","01","영업/정상","13","영업중","","","","","02-395-6330","","110832","서울특별시 종로구 신영동 254 ","서울특별시 종로구 진흥로 480 (신영동)","03013","MAX실내골프연습장","20200708174347","U","2020-07-10 02:40:00.0","","196428.478415698    ","455911.163224671    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052007000002","20070820","","01","영업/정상","13","영업중","","","","","02-2250-7141","","","서울특별시 종로구 숭인동 1388번지 동양파라빌 ","서울특별시 종로구 난계로 251 지하1층 (숭인동)","03116","제이휘트니스","20171106112304","I","2018-08-31 23:59:59.0","","201946.86632604     ","452416.591916256    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052008000001","20080201","","01","영업/정상","13","영업중","","","","","02-395-2553","","110803","서울특별시 종로구 구기동 67-19번지 지상3층 ","서울특별시 종로구 진흥로 461 (구기동)","03007","구기스크린골프연습장","20150209190245","I","2018-08-31 23:59:59.0","","196357.524594809    ","456071.619358607    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301051999000005","19991008","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-396-5353","","110831","서울특별시 종로구 신영동 218-5번지 ","서울특별시 종로구 세검정로7길 19 (신영동)","","포인트","20180702162942","I","2018-08-31 23:59:59.0","","196454.355472638    ","455591.398185658    ","골프연습장업","사립","","","0","0","","",""
"3000000","CDFH3301052002000005","20020607","","04","취소/말소/만료/정지/중지","35","직권말소","20150120","","","","735-6266","","110290","서울특별시 종로구 인사동 194번지 ","서울특별시 종로구 인사동5길 26 (인사동)","","카라골프연습장","20150120175028","I","2018-08-31 23:59:59.0","","198573.808102344    ","452241.522842737    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052004000002","20040907","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","732-6342","","110070","서울특별시 종로구 내수동 95번지 파크펠리스 B110호 ","서울특별시 종로구 사직로8길 20 (내수동파크펠리스 B110호)","","(주)케이앤맥켄지어소시에이트","20180702163046","I","2018-08-31 23:59:59.0","","197329.898847331    ","452432.501606302    ","골프연습장업","사립","","","","41113.24","","",""
"3000000","CDFH3301052008000007","20080818","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-733-4245","","110847","서울특별시 종로구 평창동 331번지 뉴본빌딩 2층동 ","서울특별시 종로구 평창11길 3 (평창동)","03008","오거스타 스크린골프","20180702163314","I","2018-08-31 23:59:59.0","","196965.164175084    ","455959.269196762    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052009000004","20091020","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-763-9994","","110250","서울특별시 종로구 재동 109번지 지상2층 ","서울특별시 종로구 북촌로 5-1 (재동)","03060","LaDa스크린골프","20180702163408","I","2018-08-31 23:59:59.0","","198662.716673122    ","452786.904794939    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052010000004","20100909","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-3676-7968","","110390","서울특별시 종로구 봉익동 153번지 153번지 지상4층 ","서울특별시 종로구 돈화문로6가길 8 (봉익동)","03138","25시 스크린골프","20180702163456","I","2018-08-31 23:59:59.0","","199306.448494105    ","452104.29714528     ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052005000002","20051019","","04","취소/말소/만료/정지/중지","35","직권말소","20161031","","","","2254-3315","","110880","서울특별시 종로구 숭인동 310번지 대우디오빌 (지하1층) ","서울특별시 종로구 종로 344 (숭인동대우디오빌 (지하1층))","","TJ 골프휘트니스","20161031151707","I","2018-08-31 23:59:59.0","","201350.473375538    ","452279.7442603      ","골프연습장업","사립","","","","20698.73","","",""
"3000000","CDFH3301052006000001","20060607","","04","취소/말소/만료/정지/중지","35","직권말소","20150925","","","","","","110290","서울특별시 종로구 인사동 194-0번지 7층 ","서울특별시 종로구 인사동5길 26 (인사동7층)","","카라","20150925104301","I","2018-08-31 23:59:59.0","","198573.808102344    ","452241.522842737    ","골프연습장업","사립","","","0","0","","",""
"3000000","CDFH3301052007000003","20071001","","04","취소/말소/만료/정지/중지","35","직권말소","20150925","","","","","","110140","서울특별시 종로구 수송동 58번지 두산위브파밀리온 113114호 ","서울특별시 종로구 삼봉로 81 (수송동두산위브파밀리온 113114호)","","아탑스포츠","20150925104336","I","2018-08-31 23:59:59.0","","198324.653631679    ","452252.812389497    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052008000004","20080325","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-765-8827","","110850","서울특별시 종로구 효제동 167번지 삼동빌딩 3층.4층 ","서울특별시 종로구 종로39길 45 (효제동)","03126","삼동 스크린","20180702163221","I","2018-08-31 23:59:59.0","","200327.793683119    ","452248.369901083    ","골프연습장업","사립","","","","","","",""
"3000000","CDFH3301052008000005","20080417","","04","취소/말소/만료/정지/중지","35","직권말소","20200331","","","","02-6744-4567","","110890","서울특별시 종로구 인의동 48-2번지 효성주얼리시티 지하2층 ","서울특별시 종로구 종로 183 지하2층 (인의동)","03130","주얼리스크린골프연습장","20200506175727","U","2020-05-08 02:40:00.0","","199812.609633255    ","452132.648343993    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052001000001","20010219","","02","휴업","02","휴업","","20181201","20191231","","","","100450","서울특별시 중구 신당동 844번지 ","","","남산타운 골프연습장","20181203171450","U","2018-12-05 02:40:00.0","","200750.455125653    ","449638.824308081    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052008000002","20080125","","03","폐업","03","폐업","20170622","","","","2272-7999","","100705","서울특별시 중구 충무로3가 60-1번지 극동빌딩 지하1층 ","","","바디스타휘트니스","20170622145500","I","2018-08-31 23:59:59.0","","199145.32420106     ","451040.432662092    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052008000004","20080321","","03","폐업","03","폐업","20130125","","","","2265-0707","","100848","서울특별시 중구 을지로4가 156-1번지 ","","","태봉골프","20130125162143","I","2018-08-31 23:59:59.0","","199951.086537603    ","451634.418806011    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052010000014","20100106","","03","폐업","03","폐업","20140114","","","","","","100282","서울특별시 중구 인현동2가 181-26번지 3층 ","서울특별시 중구 퇴계로41길 36 (인현동2가)","100282","이글스크린골프","20140114133119","I","2018-08-31 23:59:59.0","","199595.641572295    ","451233.844108725    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052006000004","20061013","","03","폐업","03","폐업","20110329","","","","755-2333","","100845","서울특별시 중구 을지로2가 185-10번지 신영증권빌딩 지하1층 ","","","미체골프&휘트니스클럽","20120102131823","I","2018-08-31 23:59:59.0","","198716.398102765    ","451430.099973513    ","골프연습장업","사립","","","1","","","",""
"3010000","CDFH3301052007000002","20070213","","03","폐업","03","폐업","20181219","","","","774-8733","","100813","서울특별시 중구 서소문동 47-2번지 102호","","","새마을휘트니스 시청점","20181219174733","U","2018-12-21 02:40:00.0","","197591.838492458    ","451245.243387144    ","골프연습장업","사립","0","1","","","","",""
"3010000","CDFH3301052007000003","20070223","","03","폐업","03","폐업","20180123","","","","2000-6027","","100130","서울특별시 중구 순화동 2-6번지 지하1층 지하2층 ","","","중앙일보 신용협동조합","20180123164051","I","2018-08-31 23:59:59.0","","197395.761334091    ","451285.616477562    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052007000006","20070601","","03","폐업","03","폐업","20130925","","","","777-3434","","100011","서울특별시 중구 충무로1가 25-5번지 ","","","마이핏(명동점)","20130925173145","I","2018-08-31 23:59:59.0","","198388.365585519    ","450963.241815173    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052007000007","20070704","","03","폐업","03","폐업","20170905","","","","02-316-9980","","100803","서울특별시 중구 남대문로5가 631번지 ","","","STX휘트니스클럽","20170905112657","I","2018-08-31 23:59:59.0","","197705.803798015    ","450180.019066426    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052012000004","20120629","","03","폐업","03","폐업","20200228","","","","02-779-8333","","100813","서울특별시 중구 서소문동 47-2번지 한산빌딩 ","서울특별시 중구 서소문로 115 (서소문동 한산빌딩)","04515","HSI(주) 에코스크린","20200228163446","U","2020-03-01 02:40:00.0","","197591.838492458    ","451245.243387144    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052013000002","20130619","","03","폐업","03","폐업","20160706","","","","","","100192","서울특별시 중구 을지로2가 203번지 ","서울특별시 중구 을지로9길 100 (을지로2가)","100192","센티널 골프","20160706150418","I","2018-08-31 23:59:59.0","","198921.241301241    ","451495.985361171    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052008000006","20080502","","03","폐업","03","폐업","20150605","","","","2275-0062","","100013","서울특별시 중구 충무로3가 51-7번지 3층 ","","","고은손 스크린골프","20150605173337","I","2018-08-31 23:59:59.0","","199259.517238723    ","451068.226824754    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052008000009","20080925","","03","폐업","03","폐업","20180313","","","","","","100861","서울특별시 중구 충무로2가 60-3번지 성창빌딩 지하1층 ","서울특별시 중구 삼일대로 299 지하1층 (충무로2가 성창빌딩)","100861","G.Shot 명동점","20180314102914","I","2018-08-31 23:59:59.0","","198911.806393959    ","451032.316115194    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052011000002","20110201","","03","폐업","03","폐업","","","","","02-3789-0666","","100804","서울특별시 중구 남창동 1-1번지 새로나쇼핑몰 지하1층 ","","","Secret 골프연습장업","20130506175929","I","2018-08-31 23:59:59.0","","198095.7951961      ","450940.108370401    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052011000008","20111102","","03","폐업","03","폐업","20200121","","","","","","100014","서울특별시 중구 충무로4가 12-1번지 ","서울특별시 중구 충무로2길 15 일진빌딩동 4층 (충무로4가)","04556","일진스크린골프","20200121160156","U","2020-01-23 02:40:00.0","","199403.987244984    ","451162.497985058    ","골프연습장업","사립","","","1","","","",""
"3010000","CDFH3301051993000002","19930514","","03","폐업","03","폐업","19970611","","","","","","100310","서울특별시 중구 오장동 139-1번지 ","","","을지그린","20030211175200","I","2018-08-31 23:59:59.0","","200112.127300648    ","451452.285186011    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051993000003","19930522","","03","폐업","03","폐업","19970820","","","","","","100080","서울특별시 중구 북창동 104번지 ","","","동아골프장","20030211175200","I","2018-08-31 23:59:59.0","","197986.895692742    ","451089.662576161    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051993000004","19930901","","03","폐업","03","폐업","19971118","","","","","","100300","서울특별시 중구 초동 106-9번지 ","","","ngf골프연습장","20030211175200","I","2018-08-31 23:59:59.0","","199190.880726593    ","451328.700167218    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051993000005","19931008","","03","폐업","03","폐업","19980323","","","","","","100180","서울특별시 중구 다동 58-1번지 ","","","다동골프","20030211175200","I","2018-08-31 23:59:59.0","","198264.78394422     ","451746.92183856     ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051995000003","19950727","","03","폐업","03","폐업","19970902","","","","","","100043","서울특별시 중구 남산동3가 31-1번지 ","","","명동골프기획","20030211175200","I","2018-08-31 23:59:59.0","","198840.291875239    ","450898.702989824    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051990000002","19900604","","03","폐업","03","폐업","20001214","","","","","","100849","서울특별시 중구 을지로4가 310-68번지 ","","","삼풍실내골프","20030211175200","I","2018-08-31 23:59:59.0","","199540.014446067    ","451538.669466551    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051992000001","19920626","","03","폐업","03","폐업","19950109","","","","","","100863","서울특별시 중구 충무로4가 126-1번지 ","","","라이트골프연습장","20030211175200","I","2018-08-31 23:59:59.0","","199530.789114489    ","451084.660834553    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052009000008","20091013","","03","폐업","03","폐업","20140508","","","","","","100170","서울특별시 중구 무교동 96번지 프레미어플레이스 지하1층 ","","","청계스크린골프","20140508131240","I","2018-08-31 23:59:59.0","","198007.312899736    ","451837.180272831    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000012","20091127","","03","폐업","03","폐업","20180907","","","","","","100873","서울특별시 중구 회현동1가 130-1번지 경동빌딩 지하1층 ","","","경동스크린골프","20180907142911","U","2018-09-07 23:59:59.0","","198315.594482802    ","450545.563987762    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052017000002","20170516","","03","폐업","03","폐업","20180302","","","","","","","","서울특별시 중구 을지로 109 (을지로3가 칠보빌딩)","04543","을지스크린골프","20180302165153","I","2018-08-31 23:59:59.0","","199055.288923974    ","451579.319762379    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052018000003","20180511","","03","폐업","03","폐업","20190628","","","","","","","서울특별시 중구 충무로3가 49번지 엘크루 메트로시티 ","서울특별시 중구 충무로 13 엘크루 메트로시티 201호 (충무로3가)","04554","CM골프연습장","20190701170212","U","2019-07-03 02:40:00.0","","199279.677406441    ","451120.517700578    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052008000011","20081202","","03","폐업","03","폐업","20160824","","","","771-2250","","100041","서울특별시 중구 남산동1가 6-1번지 지하2층 ","","","LCI스크린골프","20160824131346","I","2018-08-31 23:59:59.0","","198614.641275667    ","450879.775197186    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052008000012","20081210","","03","폐업","03","폐업","20150204","","","","","","100272","서울특별시 중구 필동2가 16-16번지 ","","","버디골프클럽","20150204181627","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000001","20090224","","03","폐업","03","폐업","20170627","","","","02-6328-0201","","100102","서울특별시 중구 태평로2가 70-5번지 해남빌딩 2층 ","","","아탑스포츠","20170627170435","I","2018-08-31 23:59:59.0","","197876.042588141    ","451080.109295385    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052009000003","20090504","","03","폐업","03","폐업","20150415","","","","","","100080","서울특별시 중구 북창동 12-1번지 한웅빌딩 지하1층 ","","","한일스크린골프","20150415113139","I","2018-08-31 23:59:59.0","","198018.679926506    ","451207.729791045    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052006000001","20060731","","03","폐업","03","폐업","20111123","","","","02)393-6008","","100859","서울특별시 중구 중림동 355번지 브라운스톤서울 302호 ","","","스포존 휘트니스","20120102151307","I","2018-08-31 23:59:59.0","","197133.181826761    ","450929.253706925    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052003000001","20031226","","03","폐업","03","폐업","20171031","","","","","","100763","서울특별시 중구 신당동 843번지 삼성아파트상가 1동 102호","","","삼성골프&스크린","20180323150602","I","2018-08-31 23:59:59.0","","201511.590138084    ","450655.062510376    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052003000002","20030421","","03","폐업","03","폐업","20111206","","","","","","100761","서울특별시 중구 신당동 842번지 약수하이츠아파트 상가 지하 ","","","동아골프연습장","20120102151728","I","2018-08-31 23:59:59.0","","201230.167293495    ","450277.600241968    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052004000002","20040902","","03","폐업","03","폐업","20190211","","","","2277-9979","","100310","서울특별시 중구 오장동 127-1번지 센트마 5층 ","","","중부골프헬스클럽","20190211183458","U","2019-05-10 02:40:00.0","","200015.499568016    ","451485.349952584    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051997000002","19971014","","03","폐업","03","폐업","20030626","","","","","","100824","서울특별시 중구 신당동 292-61번지 ","","","홍진골프스쿨","20040825103516","I","2018-08-31 23:59:59.0","","201259.866775061    ","451070.694302157    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051997000003","19971029","","03","폐업","03","폐업","20060131","","","","","","100070","서울특별시 중구 소공동 1번지 ","","","(주)호텔롯데","20060731132932","I","2018-08-31 23:59:59.0","","198259.65357739     ","451392.198218657    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051997000004","19971107","","03","폐업","03","폐업","19981212","","","","","","100850","서울특별시 중구 을지로6가 17-2번지 ","","","거평프라야골프","20030211175200","I","2018-08-31 23:59:59.0","","200613.510297669    ","451817.515366883    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051998000002","19980525","","03","폐업","03","폐업","20010214","","","","","","100863","서울특별시 중구 충무로4가 126-1번지 ","","","굿샷골프스쿨","20040825103640","I","2018-08-31 23:59:59.0","","199530.789114489    ","451084.660834553    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051998000003","19981228","","03","폐업","03","폐업","19981230","","","","","","100850","서울특별시 중구 을지로6가 17-2번지 ","","","거평프레야골프연습장","20040825103721","I","2018-08-31 23:59:59.0","","200613.510297669    ","451817.515366883    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052019000001","20190111","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 초동 72-10","서울특별시 중구 마른내로 28 나인트리프리미어호텔 지하1층층 (초동)","04555","골프인 을지로점","20220329173749","U","2021-12-02 21:01:00.0","","199128.553284601","451340.595494209","","","","","","","","",""
"3010000","CDFH3301052010000002","20100315","","03","폐업","03","폐업","20170427","","","","","","100151","서울특별시 중구 충정로1가 58-3번지 청양어페럴빌딩 지하1층 ","","","정동스크린골프","20170427153519","I","2018-08-31 23:59:59.0","","197174.591536243    ","451689.373973032    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052010000005","20100527","","03","폐업","03","폐업","20110830","","","","","","100850","서울특별시 중구 을지로6가 산 23번지 타임캐슬 지하1층 ","","","하나로","20120102133414","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052010000009","20100629","","03","폐업","03","폐업","20160414","","","","070-8640-6447","","100300","서울특별시 중구 초동 106-9번지 솔로몬빌딩 지하1층 ","","","골프존파크(중구본점)","20160414093059","I","2018-08-31 23:59:59.0","","199190.880726593    ","451328.700167218    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301051996000002","19961108","","03","폐업","03","폐업","19980618","","","","","","100834","서울특별시 중구 신당동 377-143번지 ","","","그린골프연습장","20030211175200","I","2018-08-31 23:59:59.0","","200932.550058925    ","450527.416588611    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052002000001","20020315","","03","폐업","03","폐업","20040603","","","","","","100161","서울특별시 중구 봉래동1가 82번지 ","","","그린골프클럽","20040825115414","I","2018-08-31 23:59:59.0","","197471.964413391    ","450716.463639051    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301051995000001","19950309","","03","폐업","03","폐업","19980415","","","","","","100400","서울특별시 중구 쌍림동 240번지 ","","","영빈골프스쿨","20030211175200","I","2018-08-31 23:59:59.0","","200419.832186515    ","451197.291107237    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301051992000002","19921106","","03","폐업","03","폐업","19940221","","","","","","100880","서울특별시 중구 흥인동 154번지 ","","","국제골프스쿨","20030211175200","I","2018-08-31 23:59:59.0","","201264.529923289    ","451584.997171678    ","골프연습장업","사립","","0","0","0","","",""
"3010000","CDFH3301052019000004","20190123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 태평로1가 84번지 파이낸스빌딩 ","서울특별시 중구 세종대로 136 파이낸스빌딩 지하1층 (태평로1가)","04520","한라개발(주)SFC. 시그마스포츠클럽","20200529083325","U","2020-05-31 02:40:00.0","","197963.789217064    ","451793.816975812    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052019000003","20190117","","01","영업/정상","13","영업중","","","","","02-2238-1275","","","서울특별시 중구 신당동 844번지 남산타운 ","서울특별시 중구 다산로 32 201-2호 (신당동 남산타운)","04595","스크린골프 남산타운","20190117083554","I","2019-01-19 02:21:19.0","","200750.455125653    ","449638.824308081    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052019000005","20190212","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 오장동 127-1번지 센트마상가 ","서울특별시 중구 동호로33길 24 센트마상가 5층 (오장동)","04547","중부골프 앤 헬스","20190212110227","I","2019-02-14 02:21:20.0","","200015.499568016    ","451485.349952584    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052019000006","20190424","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 서소문동 120-12번지 ","서울특별시 중구 세종대로11길 30 지하1층 (서소문동)","04513","스카이 스크린골프","20190424101756","I","2019-04-26 02:20:49.0","","197652.100548006    ","451118.995526608    ","골프연습장업","사립","","","","","","",""
"3010000","CDFH3301052019000007","20190730","","01","영업/정상","13","영업중","","","","","02-735-0753","","","서울특별시 중구 충정로1가 58-3 청양빌딩 ","서울특별시 중구 새문안로 26 청양빌딩 (충정로1가)","04516","정동스크린골프","20210813133957","U","2021-08-15 02:40:00.0","","197174.591536243    ","451689.373973032    ","골프연습장업","사립","","0","0","0","0","",""
"3010000","CDFH3301052008000003","20080204","","01","영업/정상","13","영업중","","","","","3454-0611","","100809","서울특별시 중구 명동2가 31-1번지 ","","","(주)이아스피스 명동센터","20080204171101","I","2018-08-31 23:59:59.0","","198619.38819773     ","451135.740279961    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052010000013","20101021","","01","영업/정상","13","영업중","","","","","","","100130","서울특별시 중구 순화동 산 1-170번지 ACE타워지하1층 ","","","웰리스 휘트니스","20161018150637","I","2018-08-31 23:59:59.0","","","","골프연습장업","공립","","","","","","",""
"3010000","CDFH3301052006000003","20060829","","01","영업/정상","13","영업중","","","","","02-2128-6800","","100881","서울특별시 중구 회현동1가 204번지 메사빌딩 13층 1302호","","","메사 휘트니스 케어&골프","20060829183354","I","2018-08-31 23:59:59.0","","198129.435542814    ","450900.239718295    ","골프연습장업","사립","0","1","","","","",""
"3010000","CDFH3301052007000001","20070208","","01","영업/정상","13","영업중","","","","","2268-3086","","100195","서울특별시 중구 을지로5가 39-1번지 삼성파크빌 지하2층 ","","","올포원 휘트니스","20070208163559","I","2018-08-31 23:59:59.0","","200174.995848544    ","451675.501825666    ","골프연습장업","사립","0","","","","","",""
"3010000","CDFH3301052007000004","20070226","","01","영업/정상","13","영업중","","","","","778-7700","","100809","서울특별시 중구 명동2가 31-1번지 20층 ","","","휴레스트 웰빙클럽","20070226155236","I","2018-08-31 23:59:59.0","","198619.38819773     ","451135.740279961    ","골프연습장업","사립","0","1","","","","",""
"3010000","CDFH3301052007000005","20070503","","01","영업/정상","13","영업중","","","","","392-6957","","100372","서울특별시 중구 만리동2가 6-1번지 ","","","손기정문화체육센터","20070503175651","I","2018-08-31 23:59:59.0","","196823.64579836     ","450368.468433529    ","골프연습장업","사립","0","","","","","",""
