,법정동명,지하철역,버스정류소,서점,골프연습장업,목욕장업,세탁업,영화상영관,제과점영업,체력단련장업,구분없음,대규모점포,대형마트,백화점,복합쇼핑몰,쇼핑센터,시장,병원,약국,의원,치안센터,경찰서,119안전센터,공원수,노래방수,당구장,도서관,박물관미술관,우체국,음식점수,카페수,패스트푸드,경양식,분식,일식,중국식,한식,의료,생활편의시설,교통,쇼핑시설,장보기시설,생활복지시설,여가
198,하왕십리동,1,27,2,4,2,10,0,9,8,0,0,0,0,0,0,0,1,12,35,1,0,0,4,5,2,0,0,0,181,31,3,11,10,12,7,73,48,12,28,2,9,1,23
199,홍익동,0,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,1,2,4,0,1,0,0,5,0,0,0,0,97,10,0,5,3,3,3,61,7,2,3,0,3,1,7
200,도선동,0,4,0,0,1,6,0,4,7,0,0,0,0,0,0,0,1,6,27,0,0,1,0,7,6,0,0,0,143,10,0,2,6,10,4,92,34,7,4,0,4,1,20
201,마장동,1,29,0,4,0,9,0,3,2,0,0,0,0,0,0,1,0,6,21,2,0,0,0,8,9,0,1,1,176,9,1,8,10,3,6,109,27,9,30,0,4,3,24
202,사근동,0,20,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,2,44,9,1,0,3,1,3,22,1,5,20,0,2,2,5
203,행당동,4,69,3,6,0,18,10,20,11,1,3,1,0,1,0,0,1,21,60,0,2,1,2,31,15,2,0,0,591,64,11,46,29,30,19,254,82,18,73,4,25,5,75
204,응봉동,0,31,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,1,1,0,0,0,27,2,0,2,0,1,0,9,9,8,31,0,1,1,5
205,금호동1가,0,37,0,2,1,9,0,1,3,1,0,0,0,0,0,0,0,6,13,0,0,1,0,3,1,1,1,1,63,12,2,4,2,3,1,27,19,10,37,0,2,3,10
206,금호동2가,1,18,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0,4,9,0,1,0,1,4,4,0,0,0,87,4,1,4,6,4,4,38,13,4,19,3,2,1,10
207,금호동3가,0,25,1,1,0,6,0,5,1,1,0,0,0,0,0,1,0,10,18,0,0,0,2,4,1,0,0,0,116,11,2,9,5,3,4,65,28,6,25,1,7,0,9
208,금호동4가,1,28,1,2,2,4,0,6,3,0,0,0,0,0,0,0,0,7,21,1,1,0,1,12,2,0,0,0,100,13,0,6,4,6,3,37,28,6,29,1,6,2,20
209,옥수동,1,44,1,3,2,11,0,10,11,0,1,0,0,0,0,0,0,8,34,0,0,0,2,4,1,1,0,0,132,18,0,16,8,5,3,49,42,13,45,1,11,1,21
210,성수동1가,1,46,5,7,2,13,7,32,13,1,0,0,0,0,0,0,0,7,29,2,0,0,2,24,11,1,1,1,740,108,7,99,24,26,17,212,36,15,47,5,33,4,65
211,성수동2가,1,51,1,9,5,18,0,26,19,0,1,1,0,0,0,1,1,18,45,0,2,1,3,40,19,0,0,0,1005,118,11,80,35,51,30,407,64,23,52,1,29,3,90
212,송정동,0,12,0,0,0,5,0,4,1,0,0,0,0,0,0,0,1,3,3,0,0,0,1,6,2,0,0,0,72,10,2,3,1,2,3,39,7,5,12,0,4,0,10
213,용답동,3,12,0,2,1,4,0,1,3,0,0,0,0,0,0,1,2,8,21,0,1,0,1,14,5,1,0,0,188,23,1,5,6,11,4,118,31,5,15,0,2,2,25
214,중곡동,1,87,3,10,7,39,0,27,26,0,3,0,0,0,0,0,1,41,117,0,4,1,1,71,46,1,0,0,841,105,10,32,72,48,18,382,159,46,88,3,30,6,154
215,능동,3,11,0,2,0,4,0,3,4,0,0,0,0,0,0,0,2,4,16,0,0,1,2,18,5,0,1,1,124,29,3,10,4,10,3,60,22,4,14,0,3,2,32
216,구의동,2,57,2,20,5,43,11,27,41,1,5,0,0,1,0,0,1,33,103,1,1,1,2,61,43,2,0,0,886,134,23,39,77,66,34,408,137,48,59,3,33,5,178
217,광장동,1,36,2,5,5,9,0,9,9,0,1,0,0,0,0,0,0,7,25,0,1,0,0,2,8,1,0,0,174,40,4,10,13,11,5,82,32,14,37,2,10,2,24
218,자양동,1,57,5,21,7,54,16,35,41,0,5,1,1,0,0,0,4,42,123,1,3,0,4,70,68,2,0,0,1020,145,14,64,75,57,128,423,169,61,58,6,41,6,220
219,화양동,3,17,1,4,0,11,1,15,17,1,1,0,0,0,0,0,3,15,51,0,1,0,1,71,50,0,1,1,863,93,12,83,73,60,25,307,69,11,20,1,17,2,145
220,군자동,0,25,0,4,1,12,9,7,15,0,1,0,0,0,0,0,1,9,33,0,0,0,0,14,21,1,1,1,338,46,2,22,27,26,20,141,43,13,25,0,8,2,64
221,신설동,2,10,0,3,2,3,0,3,4,0,2,0,0,0,0,0,1,4,13,1,0,0,0,9,4,1,0,0,230,18,2,6,21,6,7,138,18,5,12,0,5,2,20
222,용두동,1,28,0,6,2,16,0,6,6,0,1,1,0,0,0,1,5,20,43,1,1,1,2,13,7,1,0,0,360,38,6,11,18,12,13,205,68,18,29,0,9,4,34
223,제기동,1,28,0,2,1,7,0,11,9,1,0,0,0,0,0,2,2,72,79,0,1,0,1,5,3,0,1,1,478,30,7,15,23,12,23,237,153,8,29,0,14,2,21
224,전농동,1,48,3,4,5,26,8,17,10,1,1,0,0,0,0,1,2,25,37,1,2,1,2,21,9,1,1,1,475,59,9,10,30,20,13,221,64,31,49,3,20,6,55
225,답십리동,0,41,0,6,2,17,0,14,14,0,0,0,0,0,0,1,4,24,50,2,1,0,3,25,10,1,0,0,388,41,3,14,27,14,14,179,78,19,41,0,15,4,58
226,장안동,1,59,2,16,4,39,7,27,27,1,2,1,0,0,0,1,7,48,54,2,2,1,3,53,34,1,0,0,963,80,12,26,58,39,39,504,109,43,60,2,32,6,140
227,청량리동,0,24,0,0,3,7,0,5,7,0,1,0,0,0,0,0,1,20,55,0,1,1,2,16,10,1,0,0,252,14,3,8,21,8,7,129,76,10,24,0,6,3,35
228,회기동,0,9,1,1,2,4,0,11,11,1,1,0,0,0,0,0,2,16,8,0,1,0,1,16,2,0,0,0,374,41,2,28,24,14,23,131,26,6,9,1,13,1,31
229,휘경동,0,31,0,6,1,18,0,9,12,0,0,0,0,0,0,1,0,20,18,1,1,1,2,10,4,2,0,0,267,37,6,11,21,5,6,124,38,19,31,0,10,5,34
230,이문동,0,37,1,1,1,13,0,8,6,1,1,0,0,1,0,1,0,21,23,1,1,0,0,13,3,0,3,3,400,40,9,21,30,19,18,162,44,14,37,2,11,5,26
231,면목동,3,125,5,8,6,66,0,36,23,0,0,0,0,1,0,1,1,44,98,5,4,1,3,120,34,1,0,0,1341,126,13,28,111,44,33,660,143,72,128,6,37,11,188
232,상봉동,1,31,2,3,1,19,14,12,16,0,0,1,0,1,0,0,2,18,47,1,0,0,0,67,17,1,0,0,580,61,9,20,39,25,14,258,67,20,32,3,13,2,117
233,중화동,1,42,4,3,4,16,0,7,7,0,0,0,0,0,0,0,1,13,33,1,1,1,0,45,10,0,0,0,386,40,7,7,33,8,5,189,47,20,43,4,7,3,65
234,묵동,1,50,1,4,2,20,8,12,7,0,0,0,0,0,0,0,0,16,41,0,1,0,2,37,11,1,0,0,385,43,5,9,34,21,11,184,57,22,51,1,12,2,69
235,망우동,0,67,0,3,4,23,0,16,8,0,0,1,0,0,0,0,3,24,39,2,1,1,0,43,12,2,0,0,487,68,11,8,54,15,16,214,66,27,67,0,17,6,66
236,신내동,2,69,1,6,3,19,0,17,9,1,0,0,0,0,0,0,1,24,25,0,1,1,6,13,8,0,0,0,318,50,6,4,21,16,13,168,50,22,71,1,18,2,42
237,성북동,0,35,2,1,0,7,0,4,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,5,5,94,28,1,12,2,4,0,36,6,7,35,2,4,6,9
238,성북동1가,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,43,5,0,4,2,4,1,15,7,0,7,0,3,1,1
239,돈암동,0,46,0,5,1,12,3,3,3,1,2,0,0,0,0,1,0,7,16,1,1,0,3,1,0,3,0,0,81,14,2,4,3,1,2,24,23,13,46,0,7,5,15
